,Year,School,W-L%,SRS,SOS,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
2260,2015,Western Carolina,.367,-14.44,-7.77,1853,1784,64.5,95.3,.361,.256,.470,50.1,45.0,9.7,7.4,.418,16.8,31.5,.265
2261,2015,Western Illinois,.567,-2.11,-5.75,2173,1891,71.5,101.3,.314,.372,.509,53.3,56.1,11.7,8.0,.470,16.1,31.2,.229
2262,2015,Western Kentucky NCAA,.857,14.46,0.69,2647,2165,73.3,102.5,.330,.277,.526,50.8,54.9,14.9,9.8,.497,16.6,36.4,.225
2263,2015,Western Michigan,.606,2.78,0.33,2030,1803,66.4,92.6,.264,.291,.481,52.5,58.9,11.2,9.7,.449,18.4,31.7,.185
2264,2015,Wichita State NCAA,.853,10.65,-2.03,2191,1760,65.5,98.4,.236,.258,.507,50.5,53.1,15.0,9.9,.474,16.4,33.4,.180
2267,2015,William & Mary,.484,-2.55,-3.20,1949,1929,72.2,85.0,.296,.249,.476,46.7,64.4,15.3,11.0,.443,20.2,27.0,.200
2268,2015,Winthrop,.567,-10.65,-9.61,1925,1838,70.5,91.0,.285,.172,.458,51.3,44.5,11.7,13.3,.426,17.5,36.7,.187
2269,2015,Wisconsin,.310,9.51,13.58,1868,1986,71.0,90.3,.235,.287,.504,50.3,60.2,7.6,11.2,.479,20.6,31.5,.164
2270,2015,Wofford,.267,-19.45,-7.70,1695,1868,69.3,81.2,.283,.320,.445,48.0,43.0,12.1,7.9,.409,22.2,28.9,.191
2271,2015,Wright State,.735,9.31,-2.73,2679,2072,74.0,106.1,.374,.346,.499,53.7,47.7,10.7,8.4,.459,12.9,35.2,.256
2272,2015,Wyoming,.533,2.77,-2.05,2043,1727,65.9,103.3,.298,.345,.511,51.6,60.4,10.8,7.8,.479,14.9,32.8,.210
2273,2015,Xavier,.545,-1.18,0.67,2083,2144,70.6,89.1,.353,.288,.493,48.0,57.1,11.4,5.8,.450,20.8,29.7,.251
2274,2015,Yale,.464,-1.84,0.01,1640,1627,68.3,85.4,.274,.228,.427,50.3,51.3,12.8,8.4,.392,16.5,34.1,.181
2275,2015,Youngstown State,.656,1.91,-1.12,2206,1939,66.5,102.8,.335,.409,.531,52.0,64.5,8.4,7.3,.488,17.2,30.8,.254
2276,2016,Abilene Christian,.867,-0.21,-9.95,2254,1584,67.8,110.4,.420,.401,.527,56.6,58.8,15.4,12.3,.483,18.9,43.4,.297
2277,2016,Air Force,.033,-21.57,-0.60,1422,2051,70.2,67.5,.268,.232,.385,45.3,57.1,9.3,4.7,.353,23.3,28.3,.162
2278,2016,Akron,.576,-0.73,-0.19,2353,2161,72.9,96.4,.302,.373,.492,51.5,57.7,9.5,8.1,.463,16.8,31.9,.199
2279,2016,Alabama,.484,10.45,4.93,1975,1804,73.0,87.3,.347,.307,.479,49.3,48.1,13.2,11.4,.436,19.7,30.0,.243
2280,2016,Alabama A&M,.167,-35.60,-16.36,1736,2225,75.1,77.0,.337,.235,.447,45.5,52.6,10.6,2.8,.421,23.0,25.6,.197
2281,2016,Alabama State NCAA,.613,-15.82,-18.22,1949,1744,71.2,87.6,.416,.296,.477,55.7,59.4,9.9,11.4,.429,21.9,36.0,.284
2282,2016,Albany (NY) NCAA,.848,13.72,-3.37,2322,1757,68.5,102.7,.342,.140,.536,59.2,58.4,14.9,7.4,.505,18.0,41.9,.235
2283,2016,Alcorn State,.367,-23.82,-16.96,1832,1897,75.1,81.3,.349,.167,.430,52.7,39.8,11.0,10.6,.387,22.5,38.1,.229
2284,2016,American,.258,-9.69,-3.75,1672,1856,66.0,81.4,.236,.278,.463,48.7,62.7,8.3,8.6,.437,20.7,25.5,.157
2285,2016,Appalachian State,.333,-9.61,-4.11,1988,2153,77.5,85.1,.328,.223,.464,51.4,46.8,10.7,9.6,.424,20.3,33.3,.223
2286,2016,Arizona,.406,6.82,12.31,1820,1937,68.4,82.8,.261,.210,.455,49.9,55.4,9.9,8.4,.427,21.5,31.5,.170
2287,2016,Arizona State NCAA,.788,23.14,14.11,2110,1812,67.6,93.9,.269,.275,.494,54.3,62.3,13.2,6.1,.460,18.0,36.4,.195
2288,2016,Arkansas,.400,7.44,10.34,1804,1891,72.0,82.8,.273,.229,.432,50.7,50.7,9.6,7.3,.396,18.0,34.1,.185
2289,2016,Arkansas State,.818,9.20,-5.08,2475,2004,73.1,102.6,.256,.297,.531,51.2,53.3,12.3,7.5,.502,16.0,34.5,.187
2290,2016,Arkansas-Pine Bluff,.300,-30.44,-15.79,1750,1862,68.9,84.7,.297,.169,.443,48.7,47.9,9.1,4.8,.405,20.6,28.4,.200
2291,2016,Army NCAA,.906,12.10,-6.77,2249,1578,66.7,105.3,.278,.304,.538,55.7,57.2,13.7,12.5,.511,17.2,37.8,.194
2292,2016,Auburn NCAA,.606,12.25,10.71,2048,1935,70.6,86.9,.273,.261,.470,50.0,55.0,15.7,8.7,.446,21.0,35.1,.169
2293,2016,Austin Peay,.333,-8.65,-2.72,2072,2067,70.9,97.4,.330,.281,.511,51.6,52.7,9.6,8.8,.473,18.5,31.5,.235
2294,2016,Ball State,.688,8.03,2.09,2202,1924,70.6,97.5,.333,.316,.513,54.1,65.9,10.0,8.0,.470,18.8,33.6,.249
2295,2016,Baylor NCAA,.947,36.11,11.11,2951,1989,72.7,106.9,.340,.159,.539,61.1,68.9,12.1,15.9,.513,17.2,41.8,.226
2298,2016,Belmont NCAA,.727,4.55,-4.93,2464,2008,68.3,108.5,.283,.344,.541,58.9,63.6,6.9,7.5,.512,16.7,39.5,.204
2299,2016,Bethune-Cookman,.581,-11.15,-12.63,1884,1630,65.4,92.1,.350,.310,.479,53.6,59.0,11.6,13.1,.449,20.8,35.0,.221
2300,2016,Binghamton,.452,-11.25,-4.71,1738,1709,65.4,85.4,.291,.236,.436,47.2,53.5,13.8,9.8,.394,17.7,27.5,.205
2301,2016,Boise State,.633,2.33,-2.06,2060,1795,70.1,97.2,.255,.331,.502,52.7,61.5,11.0,7.2,.467,18.7,34.0,.192
2302,2016,Boston College,.484,9.52,8.65,1845,1818,68.6,86.8,.229,.313,.517,50.4,71.1,10.1,8.3,.491,23.1,24.6,.164
2303,2016,Boston University,.100,-21.97,-4.97,1548,2058,69.3,74.4,.255,.265,.423,46.5,54.3,10.4,8.3,.392,21.9,27.3,.165
2304,2016,Bowling Green State,.357,-4.68,-0.75,1645,1755,67.5,86.6,.268,.426,.493,49.2,56.3,8.4,5.1,.463,21.0,25.7,.186
2305,2016,Bradley,.290,-8.38,-0.58,1714,1861,69.9,79.1,.300,.294,.433,48.4,50.8,12.2,10.0,.396,21.1,29.2,.196
2306,2016,Brigham Young NCAA,.788,11.14,5.26,2299,1871,69.1,100.8,.367,.302,.520,54.0,66.6,13.6,6.2,.482,18.3,32.8,.258
2307,2016,Brown,.536,-5.58,-5.24,1912,1717,71.3,95.8,.284,.313,.493,48.2,51.7,13.2,10.1,.458,16.5,27.5,.205
2308,2016,Bryant,.581,-6.75,-10.36,2093,1981,71.0,95.0,.297,.326,.507,56.3,65.7,9.9,6.2,.465,20.3,40.1,.226
2309,2016,Bucknell,.758,-0.26,-6.38,2180,1978,70.3,93.2,.345,.323,.528,55.6,58.1,9.6,7.7,.490,21.5,31.7,.248
2310,2016,Buffalo NCAA,.588,0.73,0.26,2081,2065,71.7,85.0,.255,.328,.442,52.6,58.4,12.7,8.3,.413,18.8,36.6,.165
2311,2016,Butler,.323,1.53,8.76,1808,2032,70.8,82.1,.274,.352,.468,47.9,61.1,8.9,13.1,.434,21.4,26.2,.191
2312,2016,Cal Poly,.484,-3.19,-2.06,1955,1990,74.4,84.0,.238,.278,.463,49.7,55.2,10.4,7.7,.427,19.2,28.5,.175
2313,2016,Cal State Bakersfield,.387,-3.40,0.25,1958,2071,70.9,88.0,.287,.339,.467,46.4,54.2,10.9,5.1,.428,17.4,29.7,.206
2314,2016,Cal State Fullerton,.100,-16.94,-3.23,1674,2037,67.4,82.4,.308,.390,.447,48.4,54.1,8.2,4.0,.415,20.6,29.9,.194
2315,2016,Cal State Northridge,.226,-12.91,-0.82,1933,2212,72.6,85.2,.277,.307,.457,51.3,58.3,8.6,7.2,.426,20.7,33.9,.183
2316,2016,California,.469,15.65,14.55,2162,2127,72.0,92.0,.285,.264,.505,51.5,61.9,9.7,8.1,.480,20.6,34.2,.186
2317,2016,Campbell,.419,-16.56,-11.56,1760,1850,67.8,83.7,.301,.277,.451,49.5,61.5,11.2,9.6,.417,20.4,33.1,.196
2320,2016,Canisius,.433,-6.45,-5.05,1834,1876,69.3,87.4,.235,.338,.494,47.1,65.9,7.6,7.6,.463,20.8,25.1,.171
2321,2016,Central Arkansas NCAA,.875,-3.92,-12.47,2083,1380,59.1,110.1,.322,.229,.504,61.8,59.9,10.9,10.6,.463,17.7,43.6,.237
2322,2016,Central Connecticut State,.400,-13.55,-8.65,1766,1913,69.1,83.9,.320,.322,.453,48.6,56.2,13.6,8.3,.419,19.5,31.0,.206
2323,2016,Central Florida,.233,-4.32,6.01,1890,2200,77.2,81.3,.228,.269,.442,53.5,52.1,9.5,7.9,.415,21.1,35.4,.151
2324,2016,Central Michigan,.667,7.66,0.69,2443,2213,73.4,99.7,.279,.343,.516,55.4,49.8,8.1,7.0,.480,17.1,35.7,.208
2325,2016,Charleston Southern,.452,-15.32,-11.24,1814,1719,68.2,85.8,.285,.310,.434,48.6,55.5,12.3,11.9,.400,19.4,33.7,.186
2326,2016,Charlotte,.613,3.51,-0.01,2315,2206,73.9,100.3,.313,.289,.539,49.7,49.8,9.9,9.7,.505,18.6,32.1,.228
2327,2016,Chattanooga NCAA,.750,4.95,-0.20,1847,1639,62.0,92.7,.247,.271,.496,51.9,53.0,10.2,15.4,.466,18.9,30.8,.177
2328,2016,Chicago State,.138,-17.34,-3.96,1573,1961,69.8,76.7,.299,.274,.437,43.9,51.0,12.3,10.4,.402,22.6,27.8,.195
2329,2016,Cincinnati,.267,-4.70,9.93,1712,2151,73.1,78.1,.219,.345,.424,43.6,47.5,9.0,5.4,.389,18.2,24.9,.157
2330,2016,Clemson,.133,-7.57,7.63,1568,2024,69.6,75.1,.277,.236,.413,46.0,50.6,11.5,9.7,.382,20.7,30.4,.171
2331,2016,Cleveland State,.310,-8.23,-2.13,1795,1972,73.3,83.4,.309,.394,.451,48.2,56.8,13.4,6.8,.417,19.6,29.7,.200
2332,2016,Coastal Carolina,.400,-15.42,-10.56,1894,1734,69.4,90.6,.312,.320,.458,51.6,52.3,15.2,5.6,.420,20.3,37.7,.212
2333,2016,Colgate,.233,-13.53,-2.99,1768,2084,72.6,80.9,.252,.327,.437,47.5,52.9,8.7,13.2,.396,19.4,30.0,.186
2334,2016,College of Charleston,.355,-5.70,0.39,1722,1911,70.7,78.6,.254,.258,.438,46.4,57.1,10.6,6.7,.401,20.4,26.2,.180
2335,2016,Colorado,.233,6.41,14.08,1858,2088,73.6,84.2,.235,.241,.463,49.4,57.7,9.6,9.6,.432,19.6,29.3,.167
2336,2016,Colorado State NCAA,.939,12.05,-3.02,2243,1602,65.4,103.1,.224,.310,.521,53.4,57.3,12.0,9.2,.498,15.2,28.8,.158
2337,2016,Columbia,.414,-9.55,-4.12,1915,1965,72.0,90.5,.267,.311,.494,52.7,61.6,10.2,9.3,.451,20.4,32.6,.212
2338,2016,Connecticut NCAA,1.000,52.36,12.64,3346,1837,72.1,122.2,.231,.316,.615,59.2,63.2,16.3,16.1,.590,14.1,39.3,.185
2339,2016,Coppin State,.500,-11.26,-9.65,2009,1939,73.5,84.7,.308,.116,.446,50.1,51.5,13.5,7.2,.412,20.4,35.2,.198
2342,2016,Cornell,.500,-6.12,-3.34,1725,1803,68.2,89.5,.294,.202,.466,47.6,65.3,9.4,6.3,.436,15.5,26.7,.191
2343,2016,Creighton,.486,11.03,8.23,2272,2174,66.3,97.6,.216,.371,.517,50.4,64.5,7.5,6.6,.486,15.8,26.1,.169
2344,2016,Dartmouth,.400,-9.50,-3.20,1639,1734,63.3,85.6,.255,.303,.463,48.2,53.7,9.9,5.8,.430,19.9,26.5,.179
2345,2016,Davidson,.367,-6.51,1.32,1788,2023,70.6,83.7,.250,.260,.457,49.2,58.7,9.6,8.6,.426,20.0,30.1,.170
2346,2016,Dayton,.483,10.77,7.63,1967,1876,73.9,91.4,.309,.331,.486,51.7,59.9,8.5,14.7,.443,18.3,32.4,.227
2347,2016,Delaware,.516,-0.50,-0.44,1807,1809,67.3,84.9,.313,.248,.451,50.2,43.0,8.9,9.8,.407,17.4,29.6,.221
2348,2016,Delaware State,.300,-19.70,-10.43,1809,2028,74.3,81.2,.275,.307,.454,46.2,50.4,11.0,9.6,.413,22.0,29.7,.200
2349,2016,Denver,.167,-11.95,0.15,1605,1968,64.7,81.3,.260,.299,.466,44.4,52.9,10.3,8.0,.432,20.6,23.4,.183
2350,2016,DePaul NCAA,.750,26.01,10.57,2913,2357,74.7,108.3,.200,.371,.543,53.2,66.3,12.4,5.9,.525,14.5,33.9,.140
2351,2016,Detroit Mercy,.500,-4.53,1.37,2105,2195,72.7,95.3,.286,.391,.511,46.8,55.6,6.8,8.2,.475,16.1,22.9,.211
2352,2016,Drake,.697,11.68,0.21,2627,2160,75.8,104.7,.283,.359,.557,55.3,64.3,11.5,8.9,.526,18.6,34.0,.210
2353,2016,Drexel,.576,7.06,2.73,1983,1840,63.5,94.3,.180,.406,.494,45.9,68.0,9.6,7.8,.466,14.5,24.6,.141
2354,2016,Duke,.625,19.15,9.75,2189,1888,72.4,94.1,.301,.247,.513,55.9,53.2,11.5,13.8,.487,21.4,38.7,.200
2355,2016,Duquesne NCAA,.824,12.97,3.82,2441,2060,72.2,98.7,.268,.355,.502,53.0,63.5,9.3,9.4,.467,16.3,33.3,.197
2356,2016,East Carolina,.406,5.86,8.64,2162,2251,74.8,89.0,.273,.280,.475,52.1,54.6,10.6,6.1,.439,19.5,35.7,.194
2357,2016,East Tennessee State,.533,-8.97,-4.75,1808,1718,65.6,91.8,.330,.343,.458,53.0,45.7,10.3,7.2,.427,18.8,36.9,.206
2358,2016,Eastern Illinois,.107,-18.56,-4.20,1684,2086,72.3,82.1,.260,.322,.459,43.6,59.9,10.1,7.9,.423,20.5,26.3,.185
2359,2016,Eastern Kentucky,.600,-5.49,-5.99,2164,1965,73.7,96.7,.255,.259,.494,50.9,53.8,10.6,7.0,.460,17.1,31.9,.186
2360,2016,Eastern Michigan,.647,5.54,1.39,2445,2114,71.6,98.9,.266,.296,.473,50.7,48.3,15.6,7.8,.440,14.2,34.3,.185
2361,2016,Eastern Washington,.625,-1.12,-3.15,2298,2171,73.8,96.9,.272,.305,.517,49.9,46.3,11.9,11.3,.482,18.9,32.2,.204
2364,2016,Elon,.581,2.26,0.72,1974,1861,70.2,88.9,.312,.278,.450,53.4,50.2,9.6,10.5,.411,18.0,36.5,.212
2365,2016,Evansville,.097,-13.95,0.15,1696,2133,68.6,78.8,.267,.353,.442,43.0,52.0,10.8,5.3,.410,19.6,23.3,.175
2366,2016,Fairfield,.516,-5.33,-5.10,1813,1820,66.9,87.5,.261,.250,.478,49.0,69.3,8.9,7.1,.444,17.7,25.6,.187
2367,2016,Fairleigh Dickinson,.344,-15.68,-9.22,2075,2282,73.9,87.4,.283,.190,.464,50.1,46.9,10.2,8.1,.425,20.0,37.2,.202
2368,2016,Florida NCAA,.710,18.78,10.42,2398,2106,81.1,95.0,.335,.285,.506,52.9,52.7,15.3,10.4,.474,21.8,40.0,.224
2369,2016,Florida A&M,.516,-16.80,-13.08,1962,1803,70.1,89.6,.280,.303,.457,50.3,51.8,11.8,3.9,.422,19.8,33.8,.191
2370,2016,Florida Atlantic,.467,-4.65,-0.55,2019,2064,72.5,92.4,.246,.459,.495,46.5,59.3,8.6,6.8,.465,17.9,25.9,.175
2371,2016,Florida Gulf Coast,.846,11.12,-2.61,2525,1917,65.5,98.2,.216,.512,.491,49.9,62.3,10.7,11.6,.468,12.6,26.5,.147
2372,2016,Florida International,.161,-13.27,0.08,1841,2255,70.6,84.1,.238,.334,.473,42.2,49.5,9.8,5.6,.436,19.8,24.3,.181
2373,2016,Florida State NCAA,.758,27.05,11.08,2424,1897,73.3,100.2,.305,.233,.524,59.7,57.2,13.5,7.7,.496,20.0,43.9,.208
2374,2016,Fordham,.452,1.28,3.09,1721,1777,64.9,85.2,.221,.384,.470,50.2,62.9,6.4,4.7,.437,19.8,28.3,.164
2375,2016,Fresno State,.647,2.39,1.09,2135,1866,65.6,93.9,.336,.274,.484,53.1,61.9,11.7,14.1,.449,18.4,32.9,.225
2376,2016,Furman,.484,-9.26,-6.43,1968,1892,66.3,95.3,.244,.379,.498,49.7,47.8,7.5,9.7,.467,17.3,27.6,.179
2377,2016,Gardner-Webb,.613,-8.23,-9.81,1936,1742,68.2,91.6,.371,.253,.453,54.1,44.1,10.2,10.9,.410,17.5,38.8,.246
2378,2016,George Mason,.387,-1.71,3.91,1940,2114,71.7,85.6,.320,.228,.460,49.3,51.1,8.7,8.4,.414,18.2,30.5,.233
2379,2016,George Washington NCAA,.788,12.90,3.69,2349,2045,75.6,92.8,.269,.205,.471,59.8,58.5,9.2,11.5,.439,18.4,42.5,.184
2380,2016,Georgetown,.533,9.74,6.67,1943,1851,73.2,88.5,.262,.215,.457,54.4,47.6,11.3,13.4,.422,17.4,35.4,.185
2381,2016,Georgia NCAA,.677,19.43,9.62,1981,1677,69.8,91.2,.262,.292,.476,53.9,64.8,11.4,10.1,.450,18.2,35.7,.170
2382,2016,Georgia Southern,.241,-14.68,-5.86,1539,1747,64.9,81.0,.237,.400,.448,48.5,54.8,10.3,7.2,.419,20.9,28.1,.159
2383,2016,Georgia State,.345,-13.56,-6.35,1858,2067,75.1,84.9,.311,.258,.466,48.1,48.1,12.1,5.0,.434,21.5,34.1,.201
2386,2016,Georgia Tech,.606,14.65,6.62,2275,2010,71.0,97.1,.321,.300,.495,53.3,55.0,13.6,7.0,.452,17.5,39.3,.238
2387,2016,Gonzaga,.576,10.55,3.95,2175,1813,67.2,97.4,.330,.302,.492,57.6,55.1,12.1,10.5,.453,18.7,40.7,.233
2388,2016,Grambling,.548,-19.12,-15.08,2016,1954,72.3,89.6,.297,.247,.455,46.8,47.9,15.4,5.0,.425,17.8,32.9,.190
2389,2016,Grand Canyon,.516,-5.98,-3.95,1899,1732,65.7,92.9,.242,.255,.471,52.4,51.0,11.5,5.5,.444,17.9,31.7,.162
2390,2016,Green Bay NCAA,.848,16.47,2.47,2184,1722,66.3,99.1,.244,.404,.508,54.9,58.7,13.6,8.8,.487,16.2,34.7,.159
2391,2016,Hampton,.452,-8.75,-5.88,1891,1927,74.0,81.4,.305,.260,.428,46.8,47.4,11.3,8.1,.391,17.6,28.9,.199
2392,2016,Hartford,.367,-12.40,-2.23,1466,1771,62.9,76.8,.217,.302,.417,45.5,62.0,11.2,4.4,.384,19.6,28.8,.152
2393,2016,Harvard,.500,-0.91,0.52,1842,1882,70.2,92.9,.278,.372,.476,51.1,60.1,10.1,5.8,.446,16.8,35.1,.185
2394,2016,Hawaii NCAA,.656,5.19,-0.06,2067,1899,70.5,91.7,.371,.279,.490,58.0,57.6,6.6,7.2,.447,20.2,39.4,.259
2395,2016,High Point,.387,-13.20,-7.23,2015,2112,71.6,90.1,.266,.287,.489,48.0,50.5,11.2,4.9,.452,19.8,29.6,.199
2396,2016,Hofstra,.735,7.26,-0.39,2188,1928,70.9,90.8,.324,.335,.482,53.0,63.4,11.2,10.4,.446,18.5,34.3,.221
2397,2016,Holy Cross,.433,-6.83,-5.43,1814,1856,70.9,84.5,.265,.350,.465,46.4,62.0,11.7,12.1,.439,18.2,23.9,.169
2398,2016,Houston,.200,-4.83,4.41,1670,1947,71.5,77.8,.277,.317,.426,48.6,48.9,11.2,7.4,.388,21.5,32.1,.189
2399,2016,Houston Christian,.483,-14.60,-11.08,1887,1653,68.7,93.9,.307,.230,.477,55.9,56.7,10.9,9.5,.449,20.8,37.1,.196
2400,2016,Howard,.226,-20.56,-9.40,1965,2242,76.5,81.8,.366,.234,.440,46.3,48.5,10.0,6.2,.386,21.3,34.5,.260
2401,2016,Idaho NCAA,.706,7.64,-1.70,2539,2094,72.8,101.5,.261,.435,.510,52.3,59.7,11.1,11.8,.482,15.6,32.5,.182
2402,2016,Idaho State,.545,-2.21,-1.79,2093,1942,69.9,90.4,.278,.289,.484,55.4,55.0,8.8,13.8,.453,20.5,34.7,.191
2403,2016,Illinois,.300,9.03,12.40,2056,2157,75.0,91.4,.216,.362,.487,46.7,52.1,9.3,10.7,.460,15.6,25.0,.152
2404,2016,Illinois State,.267,-12.71,-1.97,1667,1989,72.5,76.3,.341,.271,.421,47.2,42.9,13.0,4.0,.382,21.4,29.4,.216
2405,2016,Illinois-Chicago,.400,-4.57,-2.84,1854,1906,71.4,86.2,.247,.251,.445,55.6,62.1,10.7,11.2,.416,19.3,39.9,.162
2408,2016,Incarnate Word,.207,-19.18,-8.95,1669,1610,63.2,91.0,.307,.299,.471,51.9,54.5,11.2,3.7,.433,23.0,34.9,.214
2409,2016,Indiana NCAA,.636,16.24,12.66,2361,2243,73.4,96.8,.369,.281,.520,49.8,56.2,9.4,7.5,.477,16.7,27.3,.268
2410,2016,Indiana State,.433,-1.89,-0.59,1748,1787,70.4,82.5,.270,.353,.445,49.8,51.0,11.1,10.5,.415,19.4,30.0,.176
2411,2016,Iona NCAA,.657,2.81,-2.53,2187,2000,70.0,89.0,.233,.353,.465,51.4,55.4,12.3,6.8,.437,18.8,35.0,.159
2412,2016,Iowa,.576,14.50,12.59,2416,2353,73.5,98.5,.318,.312,.539,50.3,60.0,8.1,9.9,.504,18.7,29.4,.232
2413,2016,Iowa State,.433,8.98,9.32,2022,2032,71.4,93.6,.300,.371,.484,48.2,58.7,8.2,8.8,.440,14.7,26.6,.226
2414,2016,IUPUI,.656,3.32,0.13,2148,1776,66.8,98.1,.316,.268,.502,54.5,48.7,11.9,9.6,.469,19.7,36.8,.217
2415,2016,Jackson State,.467,-27.02,-19.28,1875,1832,73.0,85.3,.342,.223,.432,55.2,48.1,10.8,6.5,.389,21.5,42.1,.225
2416,2016,Jacksonville NCAA,.667,3.53,-4.99,2144,1650,67.6,95.1,.319,.253,.487,59.1,50.3,14.0,10.9,.457,21.3,42.3,.207
2417,2016,Jacksonville State,.357,-12.44,-8.70,1543,1535,66.2,82.5,.273,.363,.434,50.3,52.9,8.8,8.4,.399,18.8,29.1,.183
2418,2016,James Madison NCAA,.818,14.49,0.46,2290,1827,70.8,97.0,.275,.331,.467,57.8,49.4,9.7,13.3,.432,14.8,40.3,.192
2419,2016,Kansas,.194,0.77,12.61,1687,2054,70.0,77.5,.233,.338,.444,45.4,53.7,10.4,8.5,.414,22.2,24.8,.158
2420,2016,Kansas City,.357,-11.44,-5.59,1642,1654,64.0,90.4,.284,.217,.478,56.6,57.7,8.6,5.1,.438,22.1,40.3,.210
2421,2016,Kansas State NCAA,.594,14.83,11.80,2062,1965,72.0,89.1,.315,.375,.497,48.4,64.5,12.5,13.8,.469,19.0,24.7,.204
2422,2016,Kennesaw State,.367,-13.97,-7.21,1791,1917,68.1,86.6,.305,.329,.474,50.3,56.3,7.4,5.9,.439,19.8,28.7,.206
2423,2016,Kent State,.207,-10.99,-0.60,1782,2000,72.0,85.3,.321,.278,.470,48.1,53.0,11.8,3.5,.433,21.4,30.3,.217
2424,2016,Kentucky NCAA,.758,26.31,12.22,2465,2000,74.8,99.5,.305,.211,.524,54.2,50.9,9.0,9.3,.492,17.4,35.1,.216
2425,2016,La Salle,.167,-9.80,1.37,1749,2084,73.2,79.4,.257,.200,.420,46.9,54.2,10.1,10.4,.380,18.7,32.2,.181
2426,2016,Lafayette,.207,-14.81,-6.67,1675,1911,69.4,82.9,.253,.283,.446,47.9,59.9,11.8,7.9,.407,19.6,32.7,.184
2427,2016,Lamar,.387,-16.32,-9.48,2153,1748,67.6,101.8,.397,.280,.468,52.3,46.2,17.1,9.0,.416,17.7,37.9,.281
2430,2016,Lehigh,.581,-3.19,-6.69,2070,1884,69.8,94.1,.341,.341,.503,53.9,57.5,8.2,5.9,.462,19.6,32.2,.245
2431,2016,Liberty,.606,-4.00,-5.50,2008,1891,67.7,89.2,.342,.288,.474,58.1,55.7,7.5,10.3,.433,22.1,42.2,.237
2432,2016,Lipscomb,.167,-18.66,-6.28,1882,2220,73.4,85.5,.196,.356,.477,44.9,64.7,8.9,4.8,.447,19.0,24.2,.148
2433,2016,Little Rock,.606,2.96,-1.16,1966,1830,66.1,90.1,.316,.238,.487,52.4,54.7,11.1,4.7,.452,19.9,34.7,.215
2434,2016,Long Beach State,.727,-0.42,-3.27,2078,1984,71.6,87.6,.329,.360,.483,45.2,52.9,14.0,5.9,.449,19.5,27.3,.218
2435,2016,Long Island University,.300,-18.11,-10.91,1740,1956,69.2,83.1,.325,.314,.454,48.8,45.7,12.2,4.2,.413,21.3,34.6,.222
2436,2016,Longwood,.267,-24.35,-7.95,1753,2029,72.3,80.8,.278,.338,.422,44.6,50.7,10.1,3.0,.381,18.7,27.0,.193
2437,2016,Louisiana,.714,-0.99,-5.27,2231,1925,66.4,95.0,.318,.200,.482,52.3,43.5,13.2,4.0,.444,16.9,33.7,.222
2438,2016,Louisiana State,.323,8.10,13.10,1688,1843,65.8,82.4,.331,.109,.440,51.3,54.2,12.5,6.8,.400,21.0,38.1,.218
2439,2016,Louisiana Tech,.467,-1.10,-1.47,2023,1859,71.7,93.3,.373,.240,.485,53.5,51.4,9.7,5.6,.441,20.2,36.7,.260
2440,2016,Louisiana-Monroe,.414,-12.30,-5.88,1696,1496,63.8,91.2,.326,.307,.469,56.2,56.7,11.4,11.9,.427,21.8,35.2,.230
2441,2016,Louisville NCAA,.765,23.59,10.86,2454,2021,70.6,102.2,.303,.281,.515,54.7,60.5,13.5,7.5,.481,17.4,40.5,.217
2442,2016,Loyola (IL),.467,-0.55,1.96,1952,2027,75.1,85.2,.364,.189,.489,47.8,52.5,11.8,13.9,.448,19.9,22.9,.250
2443,2016,Loyola (MD),.500,-9.36,-5.76,1746,1861,66.9,81.5,.304,.321,.441,47.8,54.9,12.4,5.5,.406,17.7,26.4,.197
2444,2016,Loyola Marymount,.355,-2.69,1.19,2152,2091,74.5,92.1,.319,.352,.475,48.8,61.6,12.3,10.1,.434,18.3,32.3,.225
2445,2016,Maine,.743,5.78,-2.66,2117,1748,61.3,98.7,.201,.357,.509,51.4,67.3,13.4,4.0,.484,16.4,31.7,.146
2446,2016,Manhattan,.484,-5.62,-6.97,1895,1853,72.0,84.9,.306,.242,.443,50.1,55.3,14.8,12.3,.404,18.5,35.4,.207
2447,2016,Marist,.500,-1.90,-1.96,1993,1991,68.9,90.4,.357,.398,.509,46.6,59.3,7.7,9.4,.461,19.0,23.7,.269
2448,2016,Marquette,.467,8.43,9.39,2321,2350,78.4,97.8,.296,.306,.507,49.6,49.9,10.7,4.0,.480,16.3,32.4,.195
2449,2016,Marshall,.636,1.56,-1.70,2325,2049,70.8,99.6,.340,.365,.521,51.1,53.9,10.4,10.6,.483,17.4,28.8,.245
2452,2016,Maryland NCAA,.886,33.73,10.87,2912,2112,74.9,111.1,.256,.251,.572,61.0,59.5,11.3,10.0,.547,17.7,42.8,.189
2453,2016,Maryland-Baltimore County,.563,-8.28,-6.85,1852,1898,67.9,83.3,.298,.259,.447,47.6,52.8,12.9,4.7,.403,17.4,26.4,.215
2454,2016,Maryland-Eastern Shore,.414,-17.01,-10.19,1664,1719,69.0,81.8,.352,.310,.433,52.5,48.4,8.3,9.9,.399,21.2,34.7,.213
